filename,search_strategy,heuristic_strategy,combination,run,cost,time,nodes_explored,optimal,heuristic_time,heuristic_calls,heuristic_improvements,bb_time,heuristic_efficiency
scp42.txt,most_fractional,advanced,most_fractional_advanced,2,inf,60.0,0,False,0.0,0,0,60.0,0.0
scp42.txt,most_fractional,advanced,most_fractional_advanced,3,inf,60.0,0,False,0.0,0,0,60.0,0.0
scp43.txt,depth_first,none,depth_first_none,1,516.0,0.032000064849853516,1,True,0.0,0,0,0.032000064849853516,0.0
scp43.txt,depth_first,none,depth_first_none,2,516.0,0.032999515533447266,1,True,0.0,0,0,0.032999515533447266,0.0
scp43.txt,depth_first,none,depth_first_none,3,516.0,0.03199911117553711,1,True,0.0,0,0,0.03199911117553711,0.0
scp43.txt,depth_first,basic,depth_first_basic,1,516.0,0.32599973678588867,1,True,0.2559995651245117,3,0,0.07000017166137695,0.0
scp43.txt,depth_first,basic,depth_first_basic,2,516.0,0.2960057258605957,1,True,0.2620055675506592,3,0,0.03400015830993652,0.0
scp43.txt,depth_first,basic,depth_first_basic,3,516.0,0.28800034523010254,1,True,0.2539975643157959,3,0,0.03400278091430664,0.0
scp43.txt,depth_first,intermediate,depth_first_intermediate,1,516.0,44.95199704170227,1,True,44.917996883392334,4,1,0.03400015830993652,0.25
scp43.txt,depth_first,intermediate,depth_first_intermediate,2,516.0,45.307002544403076,1,True,45.27300238609314,4,1,0.03400015830993652,0.25
scp43.txt,depth_first,intermediate,depth_first_intermediate,3,516.0,43.50899529457092,1,True,43.47399878501892,4,1,0.03499650955200195,0.25
scp43.txt,depth_first,advanced,depth_first_advanced,1,inf,60.0,0,False,0.0,0,0,60.0,0.0
scp43.txt,depth_first,advanced,depth_first_advanced,2,inf,60.0,0,False,0.0,0,0,60.0,0.0
scp43.txt,depth_first,advanced,depth_first_advanced,3,inf,60.0,0,False,0.0,0,0,60.0,0.0
scp43.txt,breadth_first,none,breadth_first_none,1,516.0,0.032009124755859375,1,True,0.0,0,0,0.032009124755859375,0.0
scp43.txt,breadth_first,none,breadth_first_none,2,516.0,0.0319981575012207,1,True,0.0,0,0,0.0319981575012207,0.0
scp43.txt,breadth_first,none,breadth_first_none,3,516.0,0.03299999237060547,1,True,0.0,0,0,0.03299999237060547,0.0
scp43.txt,breadth_first,basic,breadth_first_basic,1,516.0,0.29199719429016113,1,True,0.25699496269226074,3,0,0.03500223159790039,0.0
scp43.txt,breadth_first,basic,breadth_first_basic,2,516.0,0.2909994125366211,1,True,0.2559988498687744,3,0,0.03500056266784668,0.0
scp43.txt,breadth_first,basic,breadth_first_basic,3,516.0,0.2840006351470947,1,True,0.25000643730163574,3,0,0.033994197845458984,0.0
scp43.txt,breadth_first,intermediate,breadth_first_intermediate,1,516.0,44.526999711990356,1,True,44.49299955368042,4,1,0.03400015830993652,0.25
scp43.txt,breadth_first,intermediate,breadth_first_intermediate,2,516.0,44.17799401283264,1,True,44.14599323272705,4,1,0.03200078010559082,0.25
scp43.txt,breadth_first,intermediate,breadth_first_intermediate,3,516.0,45.43499946594238,1,True,45.40299940109253,4,1,0.032000064849853516,0.25
scp43.txt,breadth_first,advanced,breadth_first_advanced,1,inf,60.0,0,False,0.0,0,0,60.0,0.0
scp43.txt,breadth_first,advanced,breadth_first_advanced,2,inf,60.0,0,False,0.0,0,0,60.0,0.0
scp43.txt,breadth_first,advanced,breadth_first_advanced,3,inf,60.0,0,False,0.0,0,0,60.0,0.0
scp43.txt,best_first,none,best_first_none,1,516.0,0.03300023078918457,1,True,0.0,0,0,0.03300023078918457,0.0
scp43.txt,best_first,none,best_first_none,2,516.0,0.03299856185913086,1,True,0.0,0,0,0.03299856185913086,0.0
scp43.txt,best_first,none,best_first_none,3,516.0,0.03199958801269531,1,True,0.0,0,0,0.03199958801269531,0.0
scp43.txt,best_first,basic,best_first_basic,1,516.0,0.2910025119781494,1,True,0.25500059127807617,3,0,0.03600192070007324,0.0
scp43.txt,best_first,basic,best_first_basic,2,516.0,0.32100439071655273,1,True,0.25499725341796875,3,0,0.06600713729858398,0.0
scp43.txt,best_first,basic,best_first_basic,3,516.0,0.30699825286865234,1,True,0.2729966640472412,3,0,0.03400158882141113,0.0
scp43.txt,best_first,intermediate,best_first_intermediate,1,516.0,44.759002685546875,1,True,44.72500228881836,4,1,0.034000396728515625,0.25
scp43.txt,best_first,intermediate,best_first_intermediate,2,516.0,44.06299304962158,1,True,44.0299928188324,4,1,0.03300023078918457,0.25
scp43.txt,best_first,intermediate,best_first_intermediate,3,516.0,43.16000580787659,1,True,43.12700605392456,4,1,0.03299975395202637,0.25
scp43.txt,best_first,advanced,best_first_advanced,1,inf,60.0,0,False,0.0,0,0,60.0,0.0
scp43.txt,best_first,advanced,best_first_advanced,2,inf,60.0,0,False,0.0,0,0,60.0,0.0
scp43.txt,best_first,advanced,best_first_advanced,3,inf,60.0,0,False,0.0,0,0,60.0,0.0
scp43.txt,hybrid_df_bf,none,hybrid_df_bf_none,1,516.0,0.033008575439453125,1,True,0.0,0,0,0.033008575439453125,0.0
scp43.txt,hybrid_df_bf,none,hybrid_df_bf_none,2,516.0,0.03399991989135742,1,True,0.0,0,0,0.03399991989135742,0.0
scp43.txt,hybrid_df_bf,none,hybrid_df_bf_none,3,516.0,0.03300023078918457,1,True,0.0,0,0,0.03300023078918457,0.0
scp43.txt,hybrid_df_bf,basic,hybrid_df_bf_basic,1,516.0,0.29399943351745605,1,True,0.25800037384033203,3,0,0.03599905967712402,0.0
scp43.txt,hybrid_df_bf,basic,hybrid_df_bf_basic,2,516.0,0.2899940013885498,1,True,0.25599122047424316,3,0,0.03400278091430664,0.0
scp43.txt,hybrid_df_bf,basic,hybrid_df_bf_basic,3,516.0,0.28900575637817383,1,True,0.2550015449523926,3,0,0.03400421142578125,0.0
scp43.txt,hybrid_df_bf,intermediate,hybrid_df_bf_intermediate,1,516.0,43.922999143600464,1,True,43.8879976272583,4,1,0.035001516342163086,0.25
scp43.txt,hybrid_df_bf,intermediate,hybrid_df_bf_intermediate,2,516.0,44.81900334358215,1,True,44.78500270843506,4,1,0.03400063514709473,0.25
scp43.txt,hybrid_df_bf,intermediate,hybrid_df_bf_intermediate,3,516.0,43.98599982261658,1,True,43.95300006866455,4,1,0.03299975395202637,0.25
scp43.txt,hybrid_df_bf,advanced,hybrid_df_bf_advanced,1,inf,60.0,0,False,0.0,0,0,60.0,0.0
